emp_no,title,salary
234961,Senior Engineer,40000
234962,Technique Leader,49911
234979,Staff,40000
234990,Engineer,61386
234993,Senior Engineer,40000
234994,Engineer,58908
234995,Technique Leader,42496
234996,Senior Engineer,40000
234998,Senior Engineer,46890
235001,Senior Engineer,40000
235005,Senior Engineer,40000
235009,Assistant Engineer,40000
235018,Senior Engineer,40000
235019,Staff,71634
235021,Senior Engineer,40000
235024,Senior Staff,74905
235026,Engineer,40000
235028,Senior Engineer,40000
235029,Senior Staff,69773
235033,Senior Engineer,40000
235040,Senior Engineer,41757
235043,Senior Staff,56010
235046,Senior Staff,54805
235048,Senior Staff,40000
235050,Senior Staff,77316
235051,Senior Staff,40000
235057,Staff,69969
235062,Senior Engineer,41653
235063,Senior Staff,70093
235067,Senior Staff,44249
235077,Engineer,62947
235078,Senior Engineer,48112
235088,Senior Staff,73803
235097,Engineer,40000
235098,Senior Staff,63959
235102,Staff,77140
235108,Engineer,72846
235110,Senior Staff,56847
235115,Senior Staff,44968
235136,Senior Engineer,43315
235138,Senior Engineer,40000
235144,Senior Engineer,40000
235147,Senior Engineer,41533
235148,Senior Engineer,79869
235149,Senior Staff,66960
235154,Senior Engineer,44836
235155,Senior Engineer,47319
235166,Assistant Engineer,53664
235167,Senior Staff,87513
235176,Senior Engineer,40000
235177,Engineer,65199
235180,Senior Staff,59038
235181,Senior Staff,61664
235182,Senior Staff,66909
235191,Technique Leader,43980
235192,Senior Staff,53007
235193,Senior Staff,71915
235197,Senior Staff,46322
235212,Senior Staff,87948
235215,Senior Staff,40000
235219,Senior Engineer,56799
235225,Senior Staff,49519
235231,Senior Engineer,68984
235232,Senior Engineer,53359
235235,Senior Staff,86822
235236,Engineer,66177
235237,Engineer,40000
235243,Senior Staff,74177
235245,Senior Engineer,47907
235252,Staff,83211
235253,Senior Engineer,44011
235263,Senior Staff,40000
235267,Senior Engineer,51382
235270,Senior Engineer,40000
235271,Senior Staff,54518
235272,Senior Staff,40000
235274,Senior Engineer,40000
235275,Technique Leader,40000
235282,Engineer,40000
235285,Senior Engineer,45007
235287,Senior Engineer,41015
235291,Engineer,45862
235298,Staff,72439
235307,Senior Staff,40000
235317,Senior Staff,79863
235318,Senior Engineer,40000
235326,Senior Engineer,66235
235337,Senior Engineer,40000
235342,Engineer,45248
235347,Senior Staff,40000
235348,Engineer,69638
235356,Senior Engineer,40000
235359,Senior Staff,60824
235364,Senior Staff,88610
235366,Technique Leader,40000
235367,Senior Engineer,70719
235371,Senior Engineer,49435
235375,Senior Engineer,40000
235377,Senior Staff,83863
235378,Engineer,40000
235382,Senior Staff,74123
235386,Senior Staff,40000
235393,Senior Engineer,57065
235394,Senior Staff,40000
235400,Senior Engineer,40000
235401,Senior Engineer,51382
235404,Senior Engineer,68426
235409,Senior Engineer,40000
235425,Senior Staff,49285
235426,Staff,64837
235428,Staff,57392
235430,Senior Engineer,40000
235433,Engineer,40000
235434,Staff,64880
235442,Senior Staff,73446
235449,Staff,56852
235450,Technique Leader,56599
235454,Senior Engineer,51814
235460,Senior Staff,57434
235465,Staff,83874
235471,Engineer,40000
235474,Senior Engineer,58129
235475,Senior Engineer,62254
235482,Senior Staff,65625
235486,Senior Engineer,44307
235488,Senior Staff,40000
235492,Technique Leader,51796
235493,Senior Staff,40000
235494,Technique Leader,72157
235503,Engineer,59056
235506,Senior Engineer,40000
235507,Senior Engineer,40000
235508,Staff,55181
235509,Engineer,43222
235512,Senior Staff,40000
235514,Senior Engineer,40000
235515,Engineer,40000
235524,Senior Staff,90544
235536,Staff,45865
235545,Senior Engineer,40000
235548,Senior Staff,40000
235550,Senior Engineer,40000
235551,Senior Staff,52923
235555,Senior Engineer,40000
235556,Engineer,42881
235558,Senior Staff,40000
235562,Staff,70256
235565,Senior Engineer,40000
235566,Senior Staff,61109
235568,Senior Engineer,61258
235570,Senior Engineer,50341
235571,Technique Leader,49594
235573,Senior Staff,62788
235577,Technique Leader,40000
235580,Senior Staff,40000
235594,Senior Engineer,48985
235597,Senior Engineer,40000
235598,Staff,40000
235601,Senior Engineer,40000
235605,Senior Engineer,40000
235608,Senior Engineer,40000
235609,Senior Staff,53897
235615,Senior Staff,67014
235621,Senior Engineer,47301
235630,Engineer,40000
235643,Senior Staff,58856
235645,Senior Staff,107299
235648,Senior Engineer,40000
235654,Senior Engineer,64910
235658,Senior Staff,57958
235659,Assistant Engineer,51011
235661,Senior Staff,81857
235662,Senior Engineer,70604
235663,Senior Engineer,41268
235665,Senior Staff,41033
235678,Senior Engineer,79110
235684,Senior Engineer,48577
235687,Senior Engineer,40000
235691,Senior Engineer,40000
235695,Engineer,40000
235696,Engineer,47520
235698,Staff,40000
235706,Senior Engineer,40000
235708,Senior Staff,40000
235709,Engineer,40000
235710,Senior Staff,82460
235714,Engineer,41411
235718,Senior Engineer,40000
235720,Senior Staff,40000
235731,Senior Staff,40000
235732,Engineer,40000
235733,Senior Engineer,40000
235735,Senior Engineer,40000
235738,Senior Engineer,40000
235740,Senior Staff,86294
235751,Senior Engineer,40000
235773,Senior Engineer,47507
235774,Staff,40000
235775,Senior Staff,90098
235776,Senior Staff,40000
235777,Senior Staff,66790
235783,Senior Engineer,56763
235786,Staff,73252
235787,Staff,62572
235790,Assistant Engineer,44937
235792,Engineer,40790
235795,Staff,45613
235800,Engineer,40000
235803,Senior Staff,41805
235805,Engineer,40000
235820,Engineer,42286
235823,Staff,73639
235826,Technique Leader,67284
235834,Senior Engineer,65274
235837,Senior Staff,40000
235841,Staff,40594
235849,Senior Staff,47884
235850,Senior Staff,40865
235858,Engineer,40699
235861,Engineer,40000
235862,Senior Engineer,68577
235871,Engineer,68029
235872,Engineer,40000
235876,Senior Engineer,40000
235884,Senior Engineer,44759
235888,Senior Staff,76632
235894,Senior Engineer,58564
235899,Engineer,49109
235905,Senior Staff,79462
235908,Senior Engineer,40000
235918,Senior Engineer,40000
235937,Senior Engineer,48437
235945,Senior Engineer,46830
235948,Senior Engineer,40000
235951,Senior Engineer,44496
235953,Senior Staff,40000
235957,Senior Staff,57563
235976,Staff,40000
235980,Senior Engineer,57748
235985,Senior Engineer,40000
235988,Staff,59123
235989,Senior Engineer,61178
235991,Senior Staff,56213
235992,Senior Staff,51657
236009,Senior Staff,40000
236015,Senior Engineer,52460
236016,Senior Staff,62107
236019,Senior Engineer,66788
236021,Technique Leader,40000
236027,Senior Engineer,40000
236031,Senior Engineer,40000
236038,Senior Engineer,40000
236041,Senior Staff,66702
236050,Senior Engineer,64245
236056,Senior Staff,56646
236057,Staff,65106
236061,Technique Leader,43919
236062,Senior Engineer,40000
236063,Senior Staff,66013
236066,Senior Staff,71446
236067,Senior Engineer,47781
236074,Senior Staff,56044
236078,Senior Engineer,42589
236079,Engineer,40000
236083,Engineer,48235
236086,Engineer,40000
236087,Staff,40000
236101,Senior Staff,57953
236105,Senior Engineer,40000
236107,Engineer,54843
236118,Senior Engineer,41991
236119,Senior Staff,84041
236123,Senior Engineer,40000
236125,Senior Engineer,59417
236126,Staff,43617
236138,Assistant Engineer,45221
236144,Engineer,63960
236154,Senior Staff,65424
236156,Engineer,42148
236166,Staff,40000
236168,Senior Engineer,50730
236179,Technique Leader,52150
236181,Engineer,40000
236183,Assistant Engineer,56859
236185,Senior Staff,65159
236187,Senior Staff,45247
236190,Senior Engineer,49175
236192,Senior Engineer,49430
236203,Senior Engineer,40000
236208,Staff,55572
236216,Staff,59254
236224,Senior Engineer,41857
236228,Staff,40000
236236,Technique Leader,40000
236241,Engineer,41025
236243,Senior Staff,60650
236244,Senior Staff,51113
236246,Senior Staff,51006
236247,Senior Engineer,48540
236250,Senior Staff,40000
236251,Senior Staff,57973
236258,Senior Engineer,49934
236259,Senior Staff,79189
236267,Senior Engineer,45148
236272,Senior Engineer,40000
236275,Senior Engineer,40000
236277,Senior Engineer,64075
236281,Senior Staff,63220
236282,Senior Engineer,43089
236283,Senior Staff,55631
236285,Senior Engineer,40000
236286,Staff,45964
236287,Engineer,54790
236288,Staff,51271
236290,Senior Engineer,40000
236291,Engineer,47705
236293,Engineer,40836
236294,Senior Staff,47072
236299,Senior Engineer,59511
236303,Senior Staff,40000
236322,Staff,44358
236328,Senior Engineer,40000
236329,Senior Engineer,46501
236331,Staff,75322
236332,Senior Staff,61432
236338,Senior Staff,65216
236348,Senior Engineer,60955
236353,Staff,89041
236357,Technique Leader,53313
236362,Engineer,44508
236363,Technique Leader,42805
236364,Staff,40000
236373,Staff,59281
236381,Senior Staff,72950
236383,Technique Leader,40000
236386,Technique Leader,40000
236395,Senior Staff,87060
236396,Senior Staff,54241
236398,Engineer,43762
236400,Senior Engineer,40000
236405,Senior Engineer,40000
236406,Senior Engineer,40000
236413,Senior Engineer,59649
236414,Senior Engineer,40000
236415,Senior Engineer,40000
236417,Senior Staff,68215
236421,Staff,57575
236423,Senior Engineer,48887
236430,Senior Staff,78128
236441,Senior Engineer,58465
236442,Assistant Engineer,59151
236447,Senior Staff,59038
236451,Senior Staff,40000
236453,Senior Engineer,40000
236457,Technique Leader,66501
236461,Senior Engineer,110449
236466,Senior Staff,54563
236473,Senior Engineer,48188
236474,Senior Staff,40000
236475,Engineer,54938
236476,Senior Engineer,54681
236479,Senior Staff,77770
236491,Senior Staff,50489
236495,Senior Engineer,64028
236496,Senior Engineer,40000
236508,Senior Staff,42833
236509,Senior Staff,78603
236517,Engineer,55818
236536,Senior Staff,68483
236552,Senior Engineer,65290
236555,Senior Staff,61592
236557,Senior Engineer,41022
236558,Senior Staff,40000
236561,Senior Staff,61311
236573,Senior Engineer,64756
236574,Senior Engineer,54092
236576,Senior Engineer,40000
236581,Senior Staff,75528
236601,Senior Engineer,40000
236602,Senior Engineer,75448
236605,Senior Staff,66712
236607,Senior Engineer,75030
236609,Senior Staff,52850
236615,Senior Engineer,58290
236616,Senior Staff,78502
236626,Senior Engineer,76851
236634,Senior Staff,54855
236652,Senior Engineer,69774
236660,Engineer,40000
236669,Staff,72944
236674,Technique Leader,40000
236682,Senior Engineer,56015
236688,Senior Staff,81003
236696,Senior Engineer,51766
236698,Technique Leader,40000
236700,Senior Staff,40000
236703,Senior Engineer,61384
236708,Engineer,70431
236719,Senior Staff,41953
236721,Senior Engineer,40000
236727,Staff,78534
236732,Senior Engineer,43941
236733,Senior Staff,58380
236738,Senior Staff,40000
236739,Senior Engineer,40000
236740,Senior Engineer,41743
236743,Senior Engineer,40000
236750,Assistant Engineer,40000
236752,Senior Staff,71600
236760,Engineer,63599
236764,Senior Staff,46095
236765,Engineer,56425
236767,Engineer,40814
236787,Senior Staff,63515
236788,Assistant Engineer,49238
236792,Senior Engineer,45934
236794,Technique Leader,65651
236795,Senior Staff,41363
236798,Senior Staff,40000
236801,Staff,53837
236802,Engineer,55678
236804,Senior Staff,95428
236812,Senior Engineer,64704
236816,Engineer,47289
236823,Senior Staff,62180
236837,Senior Engineer,49932
236838,Senior Staff,40000
236848,Senior Engineer,40102
236851,Senior Engineer,50667
236852,Senior Staff,58334
236856,Senior Engineer,45157
236858,Technique Leader,40000
236860,Assistant Engineer,55329
236866,Senior Staff,45024
236873,Senior Staff,67158
236878,Senior Engineer,75774
236882,Senior Engineer,40000
236891,Senior Staff,40000
236895,Senior Staff,82881
236897,Assistant Engineer,40000
236924,Engineer,40000
236936,Senior Engineer,40000
236938,Engineer,70270
236953,Senior Staff,106651
236956,Staff,40000
236957,Senior Staff,50525
236961,Senior Engineer,40000
236963,Senior Engineer,52576
236972,Senior Staff,69064
236975,Senior Staff,40000
236977,Senior Staff,82039
236981,Senior Staff,59173
236989,Engineer,40000
236995,Senior Staff,40000
236997,Senior Engineer,57741
237003,Senior Staff,59092
237008,Senior Engineer,40000
237010,Engineer,57053
237012,Senior Engineer,43723
237016,Technique Leader,64098
237018,Staff,46675
237022,Senior Staff,40000
237029,Senior Engineer,70213
237030,Engineer,68783
237032,Senior Engineer,40000
237035,Engineer,40000
237036,Staff,62123
237039,Senior Engineer,71622
237040,Senior Staff,40000
237047,Senior Staff,85866
237051,Technique Leader,44009
237057,Technique Leader,40000
237064,Senior Engineer,49635
237065,Senior Staff,67753
237073,Senior Staff,40000
237078,Technique Leader,40000
237085,Senior Engineer,40000
237093,Technique Leader,40000
237095,Senior Staff,40000
237100,Staff,65727
237103,Senior Staff,77352
237105,Senior Staff,40000
237110,Staff,40000
237111,Engineer,54709
237113,Senior Staff,58343
237115,Senior Engineer,40000
237134,Senior Staff,48296
237136,Senior Engineer,60705
237140,Senior Engineer,40000
237142,Senior Staff,40000
237146,Senior Staff,49037
237153,Senior Staff,40000
237154,Senior Staff,61073
237155,Senior Staff,40000
237156,Senior Staff,40000
237158,Staff,66731
237159,Senior Engineer,40000
237160,Senior Engineer,83546
237161,Senior Staff,40000
237168,Senior Staff,62872
237169,Engineer,46776
237174,Senior Staff,79867
237175,Senior Staff,53992
237178,Senior Staff,48903
237179,Staff,54027
237182,Engineer,40000
237183,Senior Staff,51993
237186,Senior Staff,55573
237187,Staff,70522
237188,Engineer,40000
237193,Senior Engineer,40000
237197,Senior Engineer,69086
237202,Senior Staff,67823
237216,Staff,40000
237221,Technique Leader,40000
237227,Senior Staff,40000
237234,Engineer,53757
237240,Engineer,56743
237253,Senior Staff,74532
237254,Senior Engineer,56894
237255,Senior Staff,51492
237258,Staff,50718
237262,Senior Engineer,56928
237263,Senior Engineer,40000
237274,Senior Staff,40000
237276,Engineer,42162
237280,Staff,89459
237284,Assistant Engineer,48373
237290,Technique Leader,40000
237291,Senior Staff,44109
237294,Senior Staff,51945
237296,Senior Staff,48124
237299,Senior Engineer,43174
237301,Senior Engineer,40000
237303,Senior Staff,40000
237306,Staff,60267
237310,Senior Staff,40000
237316,Senior Staff,56913
237319,Senior Staff,70661
237324,Technique Leader,50399
237325,Senior Staff,62274
237328,Staff,48271
237333,Senior Engineer,48764
237337,Senior Staff,69278
237338,Senior Staff,70240
237339,Senior Staff,40068
237343,Senior Engineer,58778
237345,Senior Engineer,48853
237348,Senior Staff,40000
237354,Staff,74887
237361,Senior Staff,73013
237362,Senior Staff,45260
237363,Senior Staff,51546
237364,Senior Staff,40000
237365,Senior Engineer,40000
237371,Senior Staff,40000
237375,Senior Staff,40000
237376,Senior Engineer,49056
237381,Technique Leader,84013
237383,Senior Staff,62247
237386,Senior Engineer,45524
237391,Technique Leader,52106
237395,Senior Engineer,67745
237398,Senior Staff,43834
237410,Senior Engineer,46223
237414,Senior Staff,53534
237415,Technique Leader,53039
237418,Senior Engineer,72517
237419,Senior Engineer,53503
237421,Senior Staff,40000
237426,Staff,69027
237429,Staff,83608
237430,Technique Leader,40000
237440,Senior Engineer,40000
237441,Senior Engineer,63173
237445,Engineer,49551
237446,Engineer,43790
237449,Technique Leader,40000
237460,Senior Staff,43009
237463,Engineer,52885
237465,Senior Staff,79660
237472,Senior Staff,40000
237474,Senior Engineer,41814
237476,Staff,52035
237477,Engineer,53183
237479,Senior Staff,41618
237480,Senior Engineer,40000
237483,Senior Engineer,40000
237487,Engineer,42606
237488,Senior Engineer,51911
237497,Senior Staff,40000
237498,Senior Staff,69046
237499,Senior Engineer,55887
237501,Senior Staff,40000
237503,Senior Staff,40000
237508,Senior Engineer,40000
237512,Senior Engineer,68339
237515,Staff,49729
237519,Senior Engineer,52770
237528,Senior Staff,40000
237536,Technique Leader,40000
237537,Senior Staff,44606
237540,Assistant Engineer,40000
237542,Senior Staff,108963
237546,Senior Staff,61298
237548,Senior Staff,61731
237557,Senior Engineer,40000
237558,Senior Staff,56979
237560,Staff,40000
237561,Staff,76693
237564,Engineer,40000
237570,Senior Staff,55597
237571,Senior Staff,45528
237572,Senior Engineer,59249
237576,Senior Staff,40000
237581,Senior Staff,76279
237585,Senior Staff,81223
237587,Engineer,47338
237591,Senior Engineer,40000
237597,Senior Staff,42714
237598,Staff,43050
237613,Staff,47967
237616,Senior Engineer,57801
237637,Senior Staff,94878
237638,Senior Engineer,40000
237643,Senior Engineer,71029
237650,Senior Staff,106966
237658,Senior Engineer,52856
237663,Assistant Engineer,65958
237666,Senior Staff,63937
237671,Senior Engineer,59199
237673,Senior Staff,40000
237679,Senior Engineer,44361
237681,Senior Engineer,46689
237695,Senior Engineer,71794
237701,Senior Staff,52210
237703,Senior Engineer,65314
237706,Engineer,40000
237708,Engineer,40000
237714,Technique Leader,40000
237717,Technique Leader,40000
237724,Senior Staff,40000
237729,Senior Staff,78727
237730,Senior Engineer,40000
237740,Engineer,41659
237741,Senior Staff,40000
237748,Senior Staff,54706
237753,Senior Staff,56677
237763,Engineer,67195
237767,Staff,47865
237769,Senior Staff,55234
237773,Senior Engineer,50863
237777,Senior Staff,70035
237782,Staff,40000
237787,Senior Staff,40000
237790,Technique Leader,41788
237792,Senior Staff,60299
237794,Senior Staff,94146
237795,Senior Engineer,40000
237803,Senior Engineer,49449
237806,Senior Engineer,54459
237819,Senior Engineer,80229
237820,Senior Engineer,78384
237823,Staff,40000
237831,Senior Engineer,45187
237848,Technique Leader,46502
237849,Staff,76769
237850,Senior Engineer,40000
237861,Senior Engineer,40000
237863,Engineer,40000
237867,Staff,73241
237868,Senior Engineer,46144
237872,Engineer,63403
237874,Senior Staff,48262
237878,Senior Staff,40000
237880,Senior Engineer,56369
237882,Senior Staff,50852
237889,Senior Staff,45357
237892,Senior Engineer,52594
237894,Staff,78749
237897,Staff,51905
237899,Engineer,40000
237900,Senior Engineer,40000
237901,Senior Engineer,51537
237907,Senior Engineer,58696
237910,Senior Engineer,40000
237911,Staff,42059
237917,Senior Engineer,51828
237923,Senior Engineer,40000
237926,Technique Leader,59688
237930,Senior Engineer,61991
237937,Senior Engineer,40000
237951,Senior Staff,41046
237959,Senior Staff,46953
237961,Staff,47924
237963,Senior Engineer,54853
237965,Senior Staff,40000
237971,Senior Engineer,45975
237974,Engineer,49684
237980,Senior Engineer,40000
237982,Senior Staff,40000
237984,Technique Leader,40000
237994,Senior Engineer,52043
237995,Senior Engineer,56629
238001,Senior Engineer,46406
238004,Senior Staff,64928
238008,Senior Staff,47094
238009,Staff,40000
238014,Staff,65004
238015,Senior Engineer,49001
238018,Technique Leader,40000
238019,Engineer,40000
238021,Senior Engineer,40000
238032,Senior Engineer,41111
238033,Senior Staff,74022
238039,Senior Engineer,68800
238041,Senior Engineer,40000
238044,Senior Staff,56898
238047,Senior Staff,50648
238049,Staff,72718
238053,Senior Staff,92059
238054,Engineer,47109
238056,Senior Staff,54771
238060,Senior Engineer,65077
238066,Senior Staff,40000
238068,Assistant Engineer,40000
238072,Senior Engineer,40000
238077,Senior Engineer,44817
238078,Senior Engineer,61433
238084,Senior Engineer,40000
238086,Senior Staff,59951
238100,Senior Engineer,40000
238102,Senior Engineer,47298
238105,Engineer,40885
238121,Senior Engineer,70510
238126,Senior Staff,60648
238131,Staff,74787
238142,Senior Engineer,40000
238146,Senior Staff,85985
238149,Senior Engineer,42785
238150,Senior Engineer,72373
238155,Engineer,50513
238159,Senior Staff,64433
238160,Senior Staff,87115
238164,Staff,88301
238170,Staff,71423
238172,Senior Staff,85072
238173,Senior Engineer,45008
238177,Senior Engineer,52270
238196,Senior Staff,40000
238200,Senior Engineer,48211
238202,Senior Engineer,67058
238205,Senior Staff,40000
238226,Senior Engineer,57699
238231,Assistant Engineer,54017
238238,Senior Engineer,61180
238239,Staff,58762
238240,Senior Engineer,50942
238244,Senior Engineer,64012
238245,Senior Engineer,45251
238264,Senior Staff,40000
238267,Staff,71131
238272,Senior Staff,62257
238275,Engineer,40000
238287,Senior Engineer,41711
238290,Senior Staff,41309
238293,Senior Engineer,67119
238298,Senior Staff,40000
238299,Senior Engineer,53885
238302,Senior Staff,40000
238304,Engineer,40000
238316,Senior Engineer,43709
238317,Engineer,64602
238320,Staff,73119
238332,Senior Engineer,40411
238342,Senior Engineer,56521
238346,Senior Engineer,62656
238348,Senior Engineer,42816
238355,Senior Engineer,40342
238357,Senior Staff,43461
238360,Senior Staff,104716
238364,Staff,55429
238368,Senior Engineer,40000
238371,Senior Staff,40000
238372,Assistant Engineer,40000
238377,Senior Engineer,46684
238386,Senior Engineer,53862
238389,Senior Staff,74957
238392,Senior Staff,40000
238393,Senior Engineer,40000
238395,Senior Engineer,40000
238397,Senior Engineer,53397
238398,Senior Staff,66092
238403,Senior Engineer,40000
238404,Engineer,56517
238406,Senior Staff,99364
238410,Engineer,40000
238412,Engineer,40000
238415,Engineer,65033
238417,Senior Engineer,40000
238419,Senior Staff,40402
238424,Senior Engineer,40000
238435,Senior Staff,40000
238439,Senior Staff,47605
238454,Technique Leader,52381
238457,Senior Engineer,52818
238471,Senior Engineer,40000
238475,Senior Staff,59655
238476,Senior Staff,59421
238495,Senior Staff,65819
238498,Senior Engineer,50126
238499,Staff,64368
238504,Senior Engineer,61484
238505,Senior Staff,71621
238508,Senior Staff,45912
238514,Senior Staff,47468
238516,Senior Staff,72111
238524,Engineer,40000
238531,Senior Engineer,48884
238535,Senior Engineer,40000
238537,Senior Engineer,50604
238538,Senior Engineer,52769
238545,Engineer,47959
238547,Assistant Engineer,62807
238548,Senior Staff,40000
238563,Engineer,43459
238571,Senior Staff,40000
238574,Engineer,40000
238577,Staff,49604
238578,Senior Engineer,75247
238579,Staff,63934
238590,Senior Staff,41960
238592,Senior Engineer,76478
238593,Technique Leader,54658
238597,Staff,40000
238599,Senior Staff,58429
238605,Senior Staff,43410
238608,Senior Engineer,54663
238610,Senior Staff,62998
238615,Senior Engineer,40000
238616,Senior Engineer,56461
238619,Senior Engineer,44724
238625,Senior Engineer,40000
238636,Engineer,40000
238643,Senior Staff,40000
238644,Senior Staff,40000
238652,Senior Engineer,40000
238653,Senior Engineer,41804
238659,Senior Staff,40000
238669,Senior Staff,46456
238677,Engineer,67565
238682,Senior Staff,40000
238684,Senior Staff,40955
238685,Senior Staff,40000
238686,Senior Staff,74909
238689,Engineer,51046
238693,Senior Engineer,46211
238696,Senior Engineer,69344
238698,Engineer,40000
238700,Senior Staff,72769
238709,Senior Engineer,55332
238710,Engineer,56208
238714,Senior Engineer,45270
238717,Senior Staff,47018
238726,Staff,40000
238733,Engineer,46407
238737,Senior Staff,79331
238740,Senior Staff,40000
238743,Senior Staff,73071
238745,Engineer,43354
238749,Senior Engineer,40000
238752,Senior Engineer,53403
238759,Senior Staff,48675
238764,Senior Staff,46643
238769,Staff,40000
238776,Engineer,56608
238777,Senior Staff,53249
238781,Staff,59884
238787,Senior Staff,45136
238791,Senior Staff,40000
238792,Senior Staff,65619
238800,Senior Engineer,52691
238804,Senior Engineer,40000
238813,Senior Engineer,40000
238818,Engineer,45133
238821,Engineer,42151
238823,Senior Staff,65048
238836,Senior Staff,61992
238847,Senior Engineer,40000
238848,Senior Engineer,40000
238855,Senior Engineer,48195
238863,Senior Engineer,47267
238865,Senior Engineer,58889
238867,Senior Staff,72604
238869,Senior Staff,41307
238870,Senior Staff,40000
238871,Senior Engineer,40000
238880,Technique Leader,42721
238882,Engineer,40878
238883,Senior Staff,40000
238886,Senior Engineer,54234
238891,Senior Engineer,40000
238900,Senior Engineer,40000
238902,Engineer,50203
238907,Senior Staff,48046
238908,Staff,81471
238915,Senior Engineer,40000
238918,Senior Engineer,43540
238920,Senior Staff,40000
238932,Staff,56978
238934,Senior Engineer,40000
238935,Senior Staff,66668
238946,Engineer,52953
238948,Senior Staff,45776
238954,Staff,43463
238962,Senior Engineer,44665
238963,Senior Staff,69980
238966,Senior Engineer,40000
238967,Senior Engineer,40000
238968,Senior Staff,40000
238974,Senior Engineer,40000
238978,Senior Engineer,42646
238980,Senior Staff,55483
238982,Engineer,40000
238985,Senior Engineer,40000
238992,Senior Staff,54017
238993,Senior Engineer,40000
238997,Senior Engineer,66761
239004,Technique Leader,40000
239010,Senior Staff,40000
239013,Senior Engineer,40000
239019,Senior Staff,40337
239021,Senior Staff,74128
239022,Senior Staff,42561
239025,Engineer,56132
239026,Technique Leader,46769
239034,Engineer,40000
239036,Senior Engineer,40000
239042,Engineer,40000
239051,Senior Engineer,51333
239054,Engineer,40000
239056,Senior Staff,40000
239065,Senior Staff,70888
239066,Senior Staff,47299
239071,Staff,44507
239074,Staff,53772
239075,Engineer,40000
239078,Senior Staff,47445
239087,Senior Staff,83757
239091,Senior Staff,40000
239094,Senior Engineer,52357
239096,Senior Engineer,40467
239097,Senior Engineer,40000
239108,Senior Staff,73118
239115,Senior Staff,40000
239116,Senior Engineer,40000
239121,Engineer,41401
239131,Senior Engineer,53389
239133,Engineer,72868
239134,Senior Staff,52313
239135,Senior Engineer,40000
239137,Senior Engineer,42858
239139,Senior Staff,97856
239140,Engineer,56261
239146,Technique Leader,65736
239149,Senior Engineer,53446
239153,Senior Staff,40000
239160,Senior Engineer,40000
239163,Senior Engineer,40000
239166,Senior Staff,41388
239172,Senior Staff,42065
239173,Senior Staff,79202
239184,Senior Engineer,63460
239185,Senior Staff,81931
239188,Senior Staff,40000
239189,Technique Leader,40000
239196,Senior Staff,40000
239202,Senior Staff,68581
239204,Senior Staff,64354
239205,Senior Staff,64647
239212,Senior Engineer,48276
239219,Assistant Engineer,62176
239223,Senior Engineer,54471
239226,Senior Staff,41505
239230,Senior Engineer,49227
239242,Senior Engineer,85264
239243,Engineer,62560
239253,Staff,42421
239254,Senior Engineer,60176
239256,Senior Engineer,51317
239260,Senior Staff,66615
239261,Senior Engineer,43824
239262,Engineer,65041
239269,Senior Engineer,41267
239273,Senior Engineer,47458
239278,Engineer,54298
239284,Senior Staff,58387
239286,Senior Staff,63116
239287,Senior Engineer,48533
239288,Engineer,40000
239294,Senior Engineer,50842
239295,Senior Staff,83047
239299,Senior Staff,82175
239303,Senior Engineer,56023
239304,Staff,40000
239307,Staff,40000
239314,Engineer,40000
239319,Senior Staff,76568
239325,Senior Engineer,47648
239326,Senior Engineer,41251
239332,Senior Staff,79509
239333,Staff,93510
239336,Senior Staff,40000
239337,Senior Staff,40000
239338,Senior Staff,71983
239341,Senior Staff,63056
239342,Senior Staff,52683
239350,Senior Staff,88001
239352,Senior Engineer,66993
239353,Technique Leader,52917
239360,Engineer,54989
239362,Senior Staff,71392
239365,Senior Staff,76744
239371,Staff,40000
239377,Senior Staff,76568
239382,Senior Engineer,40072
239384,Senior Engineer,62155
239391,Senior Staff,40000
239393,Senior Staff,40000
239397,Engineer,50674
239400,Senior Staff,66218
239401,Engineer,40000
239411,Senior Engineer,40000
239412,Senior Engineer,82801
239414,Senior Staff,98361
239418,Senior Staff,62051
239423,Senior Staff,66899
239430,Senior Engineer,40000
239436,Senior Staff,71012
239438,Staff,80041
239442,Engineer,40000
239443,Senior Engineer,49950
239446,Senior Engineer,79344
239458,Engineer,76698
239462,Senior Staff,40475
239463,Engineer,57877
239466,Senior Engineer,53827
239471,Senior Engineer,48697
239473,Senior Staff,88833
239474,Senior Staff,63738
239477,Engineer,40813
239481,Senior Engineer,40000
239482,Senior Staff,51665
239490,Senior Engineer,68417
239494,Senior Staff,40000
239495,Senior Staff,68937
239499,Senior Staff,84394
239503,Senior Engineer,44240
239507,Senior Engineer,52144
239525,Engineer,69304
239531,Senior Staff,75583
239535,Senior Engineer,49077
239537,Senior Engineer,49306
239539,Assistant Engineer,40000
239546,Technique Leader,40000
239550,Senior Staff,42043
239556,Senior Engineer,43879
239558,Senior Engineer,50793
239562,Senior Engineer,40000
239572,Staff,48672
239574,Senior Engineer,45686
239576,Staff,87724
239577,Senior Staff,71944
239586,Senior Engineer,47987
239590,Senior Staff,40000
239591,Assistant Engineer,40000
239594,Senior Engineer,48436
239595,Senior Engineer,40000
239598,Senior Staff,56485
239601,Senior Staff,76022
239607,Senior Staff,44191
239614,Senior Engineer,40000
239616,Technique Leader,48836
239641,Senior Engineer,60357
239642,Senior Engineer,49364
239648,Senior Staff,81152
239650,Senior Engineer,51774
